katypearce	"Their data is huge and amazing, #webshop2011 but certainly a-theoretical, fwiw."
ThirysTheory	RT @pjrey: One thing to come out of #webshop2011 - Will try to hold an online play & gaming research symposium this year at UMD. Need sponsors.
katypearce	Talking about PNN... Very fun stuff. #webshop2011
krmaher	Newsflash! RT @katypearce: The relationship between internet and democratization is complex. #webshop2011
katypearce	The relationship between internet and democratization is complex. #webshop2011
pstamara	Social media sites are the supply chain for news broadcasters #webshop2011
netwoman	ooooh yes pls! RT @pjrey #webshop2011 Will try to hold an online play & gaming research symposium this year at UMD. Need sponsors.
pjrey	One thing to come out of #webshop2011 - Will try to hold an online play & gaming research symposium this year at UMD. Need sponsors.
katypearce	Dear BBG. Why don't you let researchers use your data? #webshop2011
netwoman	lol! RT @pjrey: I think it was paper cups tied to strings ;D.@ThirysTheory @shelia_cotten @netwoman #Webshop2011
netwoman	:) RT @Shelia_Cotten: @netwoman The one I went to around 2000 didn't have a backchannel : ). #webshop2011
yardi	@webshop2011 MT @csoghoian: Ad network tracking users interested in cholesterol. Claims isn't sensitive info http://j.mp/nACSeu #webshop2011
pjrey	""advertising - where people go to do good" #webshop2011"
pjrey	I think it was paper cups tied to strings ;D.@ThirysTheory @shelia_cotten @netwoman #Webshop2011
katypearce	'Content drives adoption' - empirical support for this? #webshop2011
katypearce	One Economy Corp #webshop2011
katypearce	Microstyle - The Art of Writing Less #webshop2011
katypearce	Had a good thesis/dissertation title. #webshop2011
ThirysTheory	no note passing? "@Shelia_Cotten: @netwoman The one I went to around 2000 didn't have a backchannel : ). #webshop2011"
ThirysTheory	"RT @pjrey: "broadband access is now a precondition for success in our society" #webshop2011"
pjrey	""broadband access is now a precondition for success in our society" #webshop2011"
Shelia_Cotten	@netwoman The one I went to around 2000 didn't have a backchannel : ). #webshop2011
katypearce	'Did X cause Y?' Is a common question... #webshop2011
netwoman	2003 webshop backchannel took place via AIM w handful of ppl (& w some tensions) . #webshop2011 twitter & yfrog w many outer/interactions :)
pjrey	#webshop2011
katypearce	Those interested in policy might want to look annenbergpublicpolicycenter.org/ into the policy fellowship thru Annenberg Fnd. #webshop2011
pstamara	"Work on the "internet of things" is under-done but sorely needed. So now that we have a buzzword for it... #webshop2011"
katypearce	RT @ThirysTheory: #webshop2011 buzz word --> bumber sticker --> factoid --> diagram #howtosuceedinDC
ThirysTheory	"Stopping stupid things from happening, wish more people were good at this. #webshop2011"
katypearce	I'd add that policymakers like graphical displays of information. #webshop2011
ThirysTheory	#webshop2011 buzz word --> bumber sticker --> factoid --> diagram #howtosuceedinDC
pstamara	"To effect policy change in DC, you need a concept that has only 4 syllables and which can be part of a good bumper sticker #webshop2011"
jhc5007	Policy. Process. Programs. Procurement. I like this guy #webshop2011
ThirysTheory	#webshop2011 buzz word --> bumber sticker --> factoid -->
reidpr	RT @clifflampe: #webshop2011 Al Gore gets a bum rap. He really was key in funding and popularizing the Internet.
jhc5007	"And a buzz word, and a FACTOID. #webshop2011"
bkeegan	"RT @HZack: .@robertekraut: number of interactions with "old timer" Wikipedians increases commitment and contribution of new Wikipedians #webshop2011"
jhc5007	Need to work on my bumper sticker. #webshop2011
clifflampe	#webshop2011 Al Gore gets a bum rap. He really was key in funding and popularizing the Internet.
ThirysTheory	#webshop2011 Al gore inventing the Internet jokes never get old.
jhc5007	#webshop2011 field trip to New America Foundation. Their chairs > UMD classroom chairs
clifflampe	"#webshop2011 /me misses Usenet, IRC, MUDs, and other open online systems..."
maizeandblue	"@ThirysTheory @pjrey you have to define what the "record" is #webshop2011"
bkeegan	RT @deanabea: #webshop2011 impromptu visit to the White House @marc_smith @jenpre @noshir @jccoleman @deanabea @benbendc @edenlitt http://t.co/RnpmrHY
ThirysTheory	"RT @jvitak: I <3 @pewinternet and all of its glorious, glorious data (and it's freely accessible, BTW).#webshop2011"
ThirysTheory	"Or to a group that studies social media?"@pjrey: Can a discussion with non-journalists be "off the record?" #citizenjournalism #webshop2011""
jvitak	"I <3 @pewinternet and all of its glorious, glorious data (and it's freely accessible, BTW).#webshop2011"
hangal	"@lrainee I didn't realize "mobile" internet access includes laptops. #webshop2011"
ThirysTheory	"RT @pjrey: @lrainie says @Pew_Internet is non-political fact-tank, but as with sexting issue, choice of research topic is political #webshop2011"
pjrey	"Can a discussion with non-journalists be "off the record?" #citizenjournalism #webshop2011"
pjrey	"@lrainie from @Pew_Internet says Web access not issue (except in rural areas), skill still is #webshop2011"
ThirysTheory	#webshop2011 65% of adults use the Internet
hangal	"@lrainee of Pew Internet: we are like census bureau or CBO. only collect data, never make recommendations. #webshop2011"
pjrey	"@lrainie says @Pew_Internet is non-political fact-tank, but as with sexting issue, choice of research topic is political #webshop2011"
pjrey	"@lrainie from @Pew_Internet says Wen access not issue (except in rural areas), skill still is #webshop2011"
pjrey	@lrainie reports 61% of Americans have broadband #webshop2011
marc_smith	RT @deanabea: #webshop2011 impromptu visit to the White House @marc_smith @jenpre @noshir @jccoleman @deanabea @benbendc @edenlitt http://t.co/RnpmrHY
katypearce	#webshop2011 @lrainie telling us about @pewinternet
pjrey	Love that Tom Glaysier speaks truth to power... I mean Google... #webshop2011
ThirysTheory	#webshop2011 enjoying the office seats #anicechangeofpace
jenoldyoung	RT @HZack: .@robertekraut: emotional support leads to 8% increased subsequent participation in an online community #webshop2011
ThirysTheory	"RT @JessKropczynski: #Webshop2011 Ceiling is leaking in my room--kinda falling in, anyone else on 4th floor quality inn might want to call and have room checked."
ThirysTheory	#webshop2011 field trip to the New America Foundation to learn about policy.
barrywellman	RT @HZack: .@robertekraut: emotional support leads to 8% increased subsequent participation in an online community #webshop2011
barrywellman	"RT @HZack: .@robertekraut: number of interactions with "old timer" Wikipedians increases commitment and contribution of new Wikipedians #webshop2011"
barrywellman	RT @HZack: @nellison talks about FB signals of relational investment as powerful predictors of bridging social capital #webshop2011
deanabea	#webshop2011 Session at the New America Foundation http://t.co/q81rjyU http://t.co/cio3umW
silvertje	RT @yardi: RT @CatinStack @G4C: The folks at @HASTAC are looking for a social media intern! http://t.co/Y0Jvjvh #webshop2011
barrywellman	RT @yardi: RT @CatinStack @G4C: The folks at @HASTAC are looking for a social media intern! http://t.co/Y0Jvjvh #webshop2011
yardi	RT @CatinStack @G4C: The folks at @HASTAC are looking for a social media intern! http://t.co/Y0Jvjvh #webshop2011
deanabea	The awesome #webshop2011 organizers outside the White House @benbendc @jenpre @marc_smith http://t.co/AAh9ton
h_a_l_e	RT @deanabea: #webshop2011 impromptu visit to the White House @marc_smith @jenpre @noshir @jccoleman @deanabea @benbendc @edenlitt http://t.co/RnpmrHY
yardi	RT @deanabea: #webshop2011 visit White House @marc_smith @jenpre @noshir @jccoleman @deanabea @benbendc @edenlitt http://t.co/7LGvUaS
deanabea	#webshop2011 impromptu visit to the White House @marc_smith @jenpre @noshir @jccoleman @deanabea @benbendc @edenlitt http://t.co/RnpmrHY
katypearce	"If any #webshop2011 ers are waiting around Farragut North, we're at the 17th + L Starbux."
JessKropczynski	"#Webshop2011 Ceiling is leaking in my room--kinda falling in, anyone else on 4th floor quality inn might want to call and have room checked."
jobermallow	RT @redlog: We don't have to jettison 100 years of social psych research when studying the internet. -- Bob Kraut #webshop2011
frprinsen	RT @katypearce: Our breakout group's Digital Inequality @Mendeley_com group: http://t.co/5mlxi6f #webshop2011 Feel free to join!
sharoda	Presentations from #webshop2011: http://t.co/ASIru6r (via @clifflampe)
frprinsen	"RT @yardi: @webshop2011 Webshop students, update notes from last night's breakout groups here! http://t.co/FaXpBLd (and pay attn) :)"
dechurch	"RT @clifflampe: Sometimes, in dark moments, I sit and wallow in envy of @noshir 's virtual worlds data #webshop2011"
Webshop2011	RT @HealthIsSocial: Did U know that iOS has Quake notifications 4 Japan users? http://t.co/vrNNYP5 #webshop2011 Passive crowdsourcing
msbernst	@yardi figures that my first response to a #webshop2011 tweet and probably my first tweet ever about drinking would get me in trouble...
engel_philipp	Some great presentations/slides/videos from top social computing researchers: http://t.co/HQs0tRt #webshop2011"
wyoumans	@edchi Helicopter service man! #webshop2011
terrellrussell	RT @redlog We don't have to jettison 100 years of social psych research when studying the internet. -- @robertekraut #webshop2011
pstamara	Thought: WoW shows automating social group work is 2edged sword: enables transient community but degrade long-term durability #webshop2011
smunson	"go ahead, you know you want to preorder Evidence-based Social Design by @robertekraut & @presnick http://t.co/NTtKixB #webshop2011"
katypearce	"IME, the best online communities and esp. online health support groups have great moderators. HT @jessamyn #webshop2011"
DrGrossUNCC	@jintrone thanks for pointing me to #webshop2011 - great tweets
schradie	RT @HZack: .@robertekraut: emotional support leads to 8% increased subsequent participation in an online community #webshop2011
HZack	.@robertekraut: emotional support leads to 8% increased subsequent participation in an online community #webshop2011
edchi	"Recommended by marriott: For taxi transportation to airport, very happy with green ride. Clean, good service. 240-475-3387 #webshop2011"
pjrey	"Actually, see http://t.co/Cx5CsV6 #fellowPittsburgher MT @clifflampe: What's the mascot for CMU again? Petey the Protractor? #webshop2011"
pjrey	"Actually, see http://t.co/PRIFhiH #fellowPittsburgher @clifflampe: What's the mascot for CMU again? Petey the Protractor? ;-) #webshop2011"
jvitak	"@ThirysTheory I believe the idea is that in 15 seconds, you wouldn't be able to identify person or reveal anything too personal #webshop2011"
clifflampe	What's the mascot for CMU again? Petey the Protractor? ;-) #webshop2011
jaykaydee	+1 RT @redlog: We don't have to jettison 100 years of social psych research when studying the internet. -- Bob Kraut #webshop2011
ThirysTheory	"I would love to see the IRB, great idea but how do you protect participant @jvitak @katypearce (interviews into 15-sec chunks) #webshop2011"
pstamara	RT @katypearce: Ethics of Mechanical Turk from @profhacker http://t.co/DUKOHKF #webshop2011
pjrey	My notes re: exploiatation on Mechanical Turk: http://t.co/RGg7Yvc Suggested wage of $6 < fed min of $7.15. #Webshop2011
Webshop2011	@jvitak An excellent way to move forward. You need to be selfish about your time.
katypearce	Ethics of Mechanical Turk from @profhacker http://t.co/DUKOHKF #webshop2011
jvitak	@katypearce I've talked to people who've used it for interview transcription (broke interviews into 15-sec chunks). #webshop2011
pjrey	"Def not necessary, but almost universal in practice. RT @danarotman: @pjrey not necessarily. check out #turknation #mt #webshop2011"
danarotman	@pjrey not necessarily. check out #turknation #mt #webshop2011
axfelix	@katypearce MTurk is actually pretty reliable if you get past the shady economics and the AWS API. #webshop2011
pjrey	Still don't make min wage. #exploitation MT @katypearce: first time I've heard something good about Mechanical Turk as coders #webshop2011
katypearce	this is the first time I've heard something good about Mechanical Turk as coders #webshop2011
rlynn82	Just posted ~20 sources to social movements and TMSP doc #webshop2011
pstamara	""If participants believe theyll get resources from a group they're more likely to stick around" hence guild banks in MMOs? #webshop2011"
MO_GY	"RT @HZack: .@robertekraut: number of interactions with "old timer" Wikipedians increases commitment and contribution of new Wikipedians #webshop2011"
HZack	".@robertekraut: number of interactions with "old timer" Wikipedians increases commitment and contribution of new Wikipedians #webshop2011"
sociographie	"RT @pjrey: Check out Bob Kraut's defense of studying so-called "trivial" topics: http://n.pr/qnjYLv #Webshop2011"
pstamara	"Responses, interactions with old timers and how personalized early interactions are make a difference to OC commitment #webshop2011"
pstamara	When people are evaluating OCs they do informal cost/benefit analysis so early interactions in the OC are crucial #GRAND_NCE #webshop2011
jenpre	RT @pstamara: (though he doesn't mention this.. but guild comm problems in WOW aren't the same problems as Second Life comm) #webshop2011
pstamara	(though he doesn't mention this.. but guild comm problems in WOW aren't the same problems as Second Life comm) #webshop2011
pstamara	"The commitment problems Kraut mentions are a mishmash in which the problems are alternately social, technical & financial #webshop2011"
pjrey	"Check out Bob Kraut's defense of studying so-called "trivial" topics: http://n.pr/qnjYLv #Webshop2011"
jenkayahara	Commitment problems in online communities: modal editor at Wikipedia edits only once #webshop2011 #grand_nce
pstamara	using both a natural science view and an engineering view to try to improve online communities is schizophrenic #webshop2011
yardi	RT @redlog: We don't have to jettison 100 years of social psych research when studying the internet. -- Bob Kraut #webshop2011
pstamara	"Work on groups rather than individuals is an under-researched area of TMSP work, says Kraut #webshop2011 #grand_NCE"
jenpre	Kraut: Study World Warcraft helps us understand what is happening in online support groups & online comms - hmmmm - I wonder? #Webshop2011
jvitak	"A WoW collaboration paper I enjoy: Nardi & Harris, "Strangers and Friends: Collaborative Play in World of Warcraft." #webshop2011"
pjrey	RT @redlog: We don't have to jettison 100 years of social psych research when studying the internet. -- Bob Kraut #webshop2011
danarotman	RT @redlog: We don't have to jettison 100 years of social psych research when studying the internet. -- Bob Kraut #webshop2011
redlog	We don't have to jettison 100 years of social psych research when studying the internet. -- Bob Kraut #webshop2011
erova	RT @jenpre: Maryland's iSchool wants to hire an assistant prof in social comms/soc networking/CSCW/soc comp. Ideally related to info man #webshop2011
danarotman	RT @ThirysTheory: Great opportunity - http://t.co/koqo3Ct #webshop2011 @AlisonPSU check it out.
ThirysTheory	Great opportunity - http://t.co/koqo3Ct #webshop2011 @AlisonPSU check it out.
hangal	Health information trends survey data http://t.co/DZx06Oq #webshop2011
danarotman	new paradigm for health records: personal wikis created by the patient and the medical team #nih #webshop2011
clifflampe	"I'm hearing a consistent theme at #webshop2011, which is an "ecological" approach to study and intervention in this area."
clifflampe	Hmm. I wonder about trolls on my health wiki. #webshop2011
barrywellman	"RT @jvitak: For those wanting natl data on health & social media, see Pew rpts by @SusannahFox: http://t.co/xtg7bJs & http://t.co/6Ra68gI #webshop2011"
hangal	Brad Hesse: original hippocratic oath asks practitioners to keep medical knowledge secret. http://t.co/vTVSJnq #webshop2011
jenpre	"RT @yardi: Brad Hesse makes excellent pitch for social media research and health. "Linux vs. Lipitor" of health data capture and analysis. #webshop2011"
yardi	"Brad Hesse makes excellent pitch for social media research and health. "Linux vs. Lipitor" of health data capture and analysis. #webshop2011"
ThirysTheory	Welcome!! RT - Everyone welcome @dpsFTW to #Webshop2011 - He's helping out today.
jvitak	"For those wanting natl data on health & social media, see Pew rpts by @SusannahFox: http://t.co/xtg7bJs & http://t.co/6Ra68gI #webshop2011"
ThirysTheory	"User First, Brand Second - http://t.co/ljD7G2g #Webshop2011"
katypearce	The Secret Language Code: Scientific American http://t.co/6E5EPXf via @sciam #webshop2011
ThirysTheory	RT @ASAStudentForum: "@redlog: MT @ASAStudentForum: Great tool for online data mining! scraperwiki.com #sociology #tips #data #research [SAG: also #webshop2011]"
JessKropczynski	Sylvia Chou: social media use among cancer survivors great implications for evolution of support networks http://t.co/LVCtrf2 #webshop2011
Shelia_Cotten	RT @ASAStudentForum: "@redlog: MT @ASAStudentForum: Great tool for online data mining! scraperwiki.com #sociology #tips #data #research [SAG: also #webshop2011]"
yijisoo	"RT @edchi: Hey, #Webshop2011 students. LMK if you're interested in interning at Google. Off-season is ok."
ASAStudentForum	"@redlog: MT @ASAStudentForum: Great tool for online data mining! scraperwiki.com #sociology #tips #data #research [SAG: also #webshop2011]"
Webshop2011	RT @dmlcentral: Text Messages Aren't Enough When Natural Disasters Strike http://t.co/5Ayhcvt #webshop2011
jenpre	"RT @smunson: National Cancer Institute looking for collab w/ social media researchers (funding opptnty, fellowships, existing projects, etc) #webshop2011"
katypearce	"RT @smunson: National Cancer Institute collab w/ social media researchers (funding opptnty, fellowships, existing projects) #webshop2011"
smunson	"National Cancer Institute looking for collab w/ social media researchers (funding opptnty, fellowships, existing projects, etc) #webshop2011"
Webshop2011	RT @pewresearch: Daily Number: 66% use the internet 2 look up info on a specific disease/medical prob http://t.co/6IB8e6S #webshop2011
Shelia_Cotten	"RT @edchi: Hey, #Webshop2011 students. LMK if you're interested in interning at Google. Off-season is ok."
redlog	MT @ASAStudentForum: Great tool for online data mining! scraperwiki.com #sociology #tips #data #research [SAG: also #webshop2011]
barrywellman	RT @benbendc: #webshop2011 how about updating these references on social media http://t.co/Smg2k59
jenpre	"RT @edchi: Hey, #Webshop2011 students. LMK if you're interested in interning at Google. Off-season is ok."
erova	"Damn, first University of Maryland hosts Theorizing the Web in April, now Summer Social Webshop. Go Terps. #wishIwasThere #WebShop2011"
barrywellman	"RT @yardi: @webshop2011 Webshop students, update notes from last night's breakout groups here! http://t.co/FaXpBLd (and pay attn) :)"
barrywellman	"RT @edchi: Hey, #Webshop2011 students. LMK if you're interested in interning at Google. Off-season is ok."
jenpre	RT @ndiakopoulos: Some great presentations / slides / videos from top social computing researchers: http://t.co/gW69iTd #webshop2011
benbendc	"Thanks Nick @ndiakopoulos: Some great presentations/slides/videos from top social computing researchers: http://t.co/VUmvqCV #webshop2011"
jhc5007	Data from Parenting 2.0 project also confirms that African American parents more likely to participate in SNS #webshop2011
ndiakopoulos	Some great presentations / slides / videos from top social computing researchers: http://t.co/gW69iTd #webshop2011
jeskak	Thanks! @katypearce: Our breakout group's Digital Inequality @Mendeley_com group: http://t.co/ApwoL08 #webshop2011 Feel free to join!
edchi	"Hey, #Webshop2011 students. LMK if you're interested in interning at Google. Off-season is ok."
danarotman	"motivations for sharing cancer stories on YouTube - therapeutic, activist notion, documenting #webshop2011"
katypearce	Our breakout group's Digital Inequality @Mendeley_com group: http://t.co/5mlxi6f #webshop2011 Feel free to join!
pjrey	Everyone welcome @dpsFTW to #Webshop2011 - He's helping out today.
yardi	"@webshop2011 Webshop students, update notes from last night's breakout groups here! http://t.co/FaXpBLd (and pay attn) :)"
katypearce	umm... hasn't changed at my workplace #webshop2011
danarotman	acknowledging interdisciplinary vocabulary (and norms) in internet studies http://t.co/UyuASqO #webshop2011
EliomarOlimpio	RT @jenpre: Maryland's iSchool wants to hire an assistant prof in social comms/soc networking/CSCW/soc comp. Ideally related to info man #webshop2011
rlynn82	Visualization of tweets abt Tuesday's #earthquake outrunning the quake itself (a la #xkcd): http://t.co/ZVqkZ66 #webshop2011
rlynn82	Visualization of tweets about Monday's #earthquake outrunning the quake itself (a la #xkcd): http://t.co/FymEAVg #webshop2011
ThirysTheory	Right there with you!! @pjrey Wow! I'm tired this morning. Glad we are moving around more today. #Webshop2011
pjrey	Wow! I'm tired this morning. Glad we are moving around more today. #Webshop2011
katypearce	RT @lubrifix: RT #webshop2011  how about maintaining list of publication venues for social media research http://t.co/4OofE4Z
lubrifix	RT #webshop2011  how about maintaining list of publication venues for social media research http://t.co/4OofE4Z
sjgknight	RT @katypearce: http://t.co/bei51BR #webshop2011 here's the awesome digital divide paper
larisa1113	RT @katypearce: http://t.co/bei51BR #webshop2011 here's the awesome digital divide paper
shikohtwit	"RT @jenpre: Paper by Judy and Gary Olson -"Distance Matters" - pub around 2005 - still useful #webshop2011"
deanabea	"RT @jenpre: Paper by Judy and Gary Olson -"Distance Matters" - pub around 2005 - still useful #webshop2011"
ThirysTheory	RT @clifflampe: Try to get research money without love or glory. Not likely to happen. #webshop2011
ThirysTheory	RT @benbendc: #webshop2011 how about updating these references on social media http://t.co/Smg2k59
ThirysTheory	RT @benbendc: #webshop2011  how about maintaining list of publication venues for social media research http://t.co/YauH5iy
katypearce	http://t.co/O2oKwBX Web histories from New Media and Society #webshop2011
librarybeth	RT @katypearce: http://t.co/bei51BR #webshop2011 here's the awesome digital divide paper
markwarschauer	RT @katypearce: http://t.co/bei51BR #webshop2011 here's the awesome digital divide paper
bkeegan	RT @benbendc: #webshop2011  how about maintaining list of publication venues for social media research http://t.co/YauH5iy
benbendc	#webshop2011  how about maintaining list of publication venues for social media research http://t.co/YauH5iy
benbendc	#webshop2011 how about updating these references on social media http://t.co/Smg2k59
katypearce	http://t.co/bei51BR #webshop2011 here's the awesome digital divide paper
deanabea	RT @pjrey: Top #Webshop2011 tweeters yesterday = @katypearce @pstamara @ThirysTheory @jvitak @yardi @nicole_ellison @jhc5007 @deanabea @clifflampe
mcscharf	RT @katypearce: RT @summify: Social Sharing: The Impending Sharepocalypse [Infographic] http://t.co/Wz0untS #webshop2011
jonfroehlich	RT @jenpre: Maryland's iSchool wants to hire an assistant prof in social comms/soc networking/CSCW/soc comp. Ideally related to info man #webshop2011
aquigley	Next: watching @edchi on Model-Driven Research in Social Computing http://t.co/mJhTqs1
deanabea	"Made the #webshop2011 super-tweeter list, thanks NodeXL! Enjoyed the Alan and Marc session."
clifflampe	One very helpful thing I've done is go and talk to IRB about my research. Highly recommended. #webshop2011
JessKropczynski	"Article on the "Harvard Privacy Meltdown" Facebook research speculation by media http://t.co/LeoiMxD #webshop2011"
jenkayahara	@marc_smith outlines exactly why I DON'T use services like Dropbox. And why I DO use TrueCrypt. #webshop2011
ThirysTheory	"+1 RT "@axfelix: +1000. @marc_smith: "Any system which offers the promise of selective sharing might be criminally negligent." #webshop2011""
axfelix	"+1000. @marc_smith: "Any system which offers the promise of selective sharing might be criminally negligent." #webshop2011"
ThirysTheory	RT @jvitak: .@marc_smith: The Myth of Selective Sharing: http://t.co/wOfeTxD #webshop2011
jvitak	.@marc_smith: The Myth of Selective Sharing: http://t.co/wOfeTxD #webshop2011
katypearce	RT @summify: Social Sharing: The Impending Sharepocalypse [Infographic] http://t.co/Wz0untS #webshop2011
katypearce	Reasonable expectation of privacy - @clifflampe #webshop2011 - good point
pstamara	And of course dealing with game commodities makes the whole situation stickier #webshop2011
pstamara	IRB discussions of participant privacy protection versus what is public data - definite diffs btween Canada & USA #webshop2011 #GRAND_NCE
jeskak	uhhhh ethics anyone? sounds like we're focused on IRB loopholes rather than ethics. hrm... #webshop2011
JessKropczynski	"@JessKropczynski @prussonyc never mind, I figured that out, now I'm looking for how to make the egonetworks. #webshop2011"
JessKropczynski	"@jvitak I think of Gephi more like photoshop shop for SNA. It's beautiful, but you need python to get it to import data. #webshop2011"
katypearce	@bkeegan @noshir threw shoutouts to you a number of times at #webshop2011
jvitak	Gephi: It's NodeXL for Macs! And it's opensource! And free! http://gephi.org/ #webshop2011
jvitak	"@clifflampe Not really a celeb, but I follow a ton of accounts related to Wheel of Time, incl Brandon Sanderson & Tor. #nerdout #webshop2011"
JessKropczynski	@prussonyc Yes! I second that! I would like to know how to import photos and when facebook data will be available #webshop2011
katypearce	if any attribute can be the clustering attribute? LCA to the rescue #webshop2011
katypearce	Consider Heather is the name of my band. Ike & Jane was my old band. #webshop2011
prussonyc	#webshop2011 would like to see Voson demo with nodeXL
jvitak	@edchi They're also fantastic for intros and/or first paragraph of relevant section in academic papers. :) #webshop2011
ThirysTheory	"+1 RT - @katypearce - um, #webshop2011 -ers, guess what tomorrow is? t.co/opgsSCX"
clifflampe	What celebs do you follow on Twitter? Anything crazy? #webshop2011
pstamara	Someone from #webshop2011 for this? RT @lrainie: @pewinternet are recruiting to do digital media strategy for us--http://t.co/ljvAJDy
katypearce	"um, #webshop2011 -ers, guess what tomorrow is? http://t.co/opgsSCX"
clifflampe	I work blue RT @jeskak: Somewhere on the Friday #webshop2011 sched shld be a nerdy standup comedy routine with @clifflampe and @marc_smith
katypearce	+1 RT @jeskak: Somewhere on the Friday #webshop2011 schedule should be a nerdy standup comedy routine with @clifflampe and @marc_smith
jeskak	Somewhere on the Friday #webshop2011 schedule should be a nerdy standup comedy routine with @clifflampe and @marc_smith
ThirysTheory	@pjrey Doctor Who pinball and a beer tonight? #webshop2011
katypearce	#webshop2011 @touchgraph is a Facebook app to do an SNA on your FB profile. www.touchgraph.net mine: http://t.co/5c2y76f
ThirysTheory	RT @katypearce: RT @sedamur: Beyond the Screen: Study of the New Gamers via @sfgate http://t.co/bjK7StL #webshop2011
edchi	@smunson @jvitak Def'n are good to make sure we're talking abt the same thing and to make sure there is no miscommunication. #webshop2011
ThirysTheory	Fits with yesterdays focus RT @AFB1921: BBC News - Smartphone cameras bring independence to blind people bbc.in/oPtecm #webshop2011
katypearce	Jeff Hancock and other Cornell folks in the @nytimes http://t.co/VFYXTmb about online deception #webshop2011
katypearce	RT @sedamur: Beyond the Screen: Study of the New Gamers via @sfgate http://t.co/bjK7StL #webshop2011
jvitak	"Man, you can tell I'm starting to get Twitter fatigue. First, used . instead of ? Then used "NT" instead of "MT." #grammarnazi #webshop2011"
jvitak	NT @mkirschenbaum: Cleanup in UMD's McKeldin Library from the #earthquake: http://t.co/J8aNhNZ 13K books came off the shelves. #webshop2011
katypearce	Under what circumstances would one do an SNA vs. an LCA? #webshop2011
ThirysTheory	"The spokesman preferred PBR, says a lot for this beer. @clifflampe t.co/U10w32Q #webshop2011"
clifflampe	http://t.co/U10w32Q #webshop2011
claulopez	RT @katypearce: Speaking of getting access to some sweet data? http://t.co/ydVeMNk Via @boingboing #webshop2011
barrywellman	"RT @netwoman: Does Distance Still Matter in the Age of the Internet? by Mok, Carrasco & @barrywellman http://t.co/8deHpq0 #webshop2011"
barrywellman	"RT @jvitak: Haythornthwaite (2005) is great b/c of (1) latent tie discussion and (2) media multiplexity (i.e., closer tie = more channels) #webshop2011"
barrywellman	RT @jvitak: My prelim did/diss will look at context collapse: how we manage the many diverse audiences in our networks. #webshop2011
ndiakopoulos	"RT @lorenterveen: I'm reminded of "Tobler's 1st Law of Geography". http://t.co/m3Oh4hd. GIS'ers say socomp'ers rediscover this constantly #webshop2011"
jvitak	"Feel like you have a "relationship" with Lady Gaga b/c you follow her on Twitter. See research on parasocial relationships. #webshop2011"
katypearce	Speaking of getting access to some sweet data? http://t.co/ydVeMNk Via @boingboing #webshop2011
smunson	"RT @edchi: Live blogging the #webshop2011 here: http://t.co/pxL4SVF I declare it to be in creative commons, so take the notes if you want."
ThirysTheory	My currently state of mind. http://t.co/U9fw1pH #webshop2011 Need to find some energy to push thru
airi_	RT @lorenterveen: Living labs issue -- to what extent do activities of interest happen online or off? #webshop2011
frprinsen	RT @katypearce: +1 RT @edchi: Live blogging the #webshop2011 here: http://t.co/I0ntxoe
CBouchal89	"RT @pjrey: Japanese = 2nd most Tweeted language, Portuguese = 3rd #Webshop2011"
katypearce	@alexleavitt this is the schedule http://t.co/ysvXyms
rlynn82	"RT @yardi: Excellent talk from @clifflampe. Honest and passionate. #webshop2011 (and funny, of course)"
danarotman	"RT @yardi: Excellent talk from @clifflampe. Honest and passionate. #webshop2011 (and funny, of course)"
yardi	"Excellent talk from @clifflampe. Honest and passionate. #webshop2011 (and funny, of course)"
pluraldave	"Getting ready for another class and some student org. work, all the while keeping up with #webshop2011 happening right down the road."
schradie	"RT @edchi: Live blogging the #webshop2011 here: http://t.co/pxL4SVF I declare it to be in creative commons, so take the notes if you want."
katypearce	http://t.co/xzhOZXb Internet Archive released archive of all news programs on every major TV channel from 9/11-9/16/2001. Th #webshop2011
hangal	insights from @clifflampe on adopting a site (everything2.com) for research instead of building your own community #webshop2011
smunson	"@wyoumans let's be clear, @clifflampe was talking about the MSU IRB. UMich actually has a question for that. #Webshop2011"
jvitak	+1 RT @katypearce: A thought about #webshop2011 for the future. This lecture hall is design for 2 hour classes. Not days. #owie
katypearce	A thought about #webshop2011 for the future. This lecture hall is design for 2 hour classes. Not days. #owie
katypearce	I wanna do a big SNA of #Metafilter. But I need to find someone else to work on this with me... #webshop2011
jeskak	"thnkng abt the many components of "social connectedness" in tmsp: bridging, bonding, sense of belonging, trust, loss of cnxn... #webshop2011"
wyoumans	"@smunson Wow, @clifflampe took it to the next level there -- mass murder with IRB's approval. @Webshop2011"
bhecht	"RT @lorenterveen: I'm reminded of "Tobler's 1st Law of Geography". http://t.co/m3Oh4hd. GIS'ers say socomp'ers rediscover this constantly #webshop2011"
katypearce	"if you wanna study an online community, you should probably be a user of it - @clifflampe :) #webshop2011"
MO_GY	RT @lorenterveen: The recent cyclopath paper @clifflampe mentioned: http://t.co/NIuRyWr #webshop2011
yardi	"@jenpre I'd hyp it might depend on fixed versus growth mindset (do people think they're able to learn, Dweck) #webshop2011"
lorenterveen	The recent cyclopath paper @clifflampe mentioned: http://t.co/NIuRyWr #webshop2011
katypearce	+1 RT @edchi: Live blogging the #webshop2011 here: http://t.co/I0ntxoe
jenpre	Born not made v. reader to leader - interesting to collect more evidence about both. #webshop2011
